										
Stock Market Data Used in "Irrational Exuberance" Princeton University Press, 2000, 2005, updated										Cyclically
Robert J. Shiller										Adjusted
										Price
				  Consumer						Earnings
	S&P			Price		Long				Ratio
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE
1881.12	6.01	0.32	0.44	10.18	1881.96	3.63	139.62	7.43	10.22	15.96
1882.01	5.92	0.32	0.44	10.18	1882.04	3.62	137.53	7.43	10.20	15.68
1882.02	5.79	0.32	0.44	10.28	1882.12	3.62	133.27	7.37	10.09	15.15
1882.03	5.78	0.32	0.44	10.28	1882.21	3.62	133.03	7.37	10.07	15.09
1882.04	5.78	0.32	0.44	10.37	1882.29	3.62	131.81	7.30	9.96	14.92
1882.05	5.71	0.32	0.44	10.47	1882.37	3.62	129.03	7.23	9.85	14.57
1882.06	5.68	0.32	0.44	10.56	1882.46	3.62	127.20	7.17	9.74	14.33
1882.07	6.00	0.32	0.43	10.47	1882.54	3.63	135.59	7.23	9.81	15.24
1882.08	6.18	0.32	0.43	10.56	1882.62	3.63	138.40	7.17	9.70	15.53
1882.09	6.24	0.32	0.43	10.28	1882.71	3.63	143.62	7.37	9.95	16.08
1882.1	6.07	0.32	0.43	10.18	1882.79	3.63	141.02	7.43	10.03	15.76
1882.11	5.81	0.32	0.43	10.09	1882.87	3.63	136.25	7.50	10.10	15.19
1882.12	5.84	0.32	0.43	9.99	1882.96	3.63	138.26	7.58	10.18	15.38
1883.01	5.81	0.32	0.43	9.99	1883.04	3.63	137.55	7.59	10.12	15.27
1883.02	5.68	0.32	0.43	10.09	1883.12	3.63	133.20	7.54	9.97	14.76
1883.03	5.75	0.32	0.42	9.99	1883.21	3.63	136.13	7.63	10.00	15.05
1883.04	5.87	0.32	0.42	9.90	1883.29	3.63	140.30	7.73	10.04	15.48
1883.05	5.77	0.32	0.42	9.80	1883.37	3.63	139.25	7.82	10.08	15.34
1883.06	5.82	0.33	0.42	9.51	1883.46	3.63	144.67	8.08	10.32	15.90
1883.07	5.73	0.33	0.41	9.32	1883.54	3.63	145.34	8.26	10.46	15.95
1883.08	5.47	0.33	0.41	9.32	1883.62	3.62	138.75	8.29	10.40	15.20
1883.09	5.53	0.33	0.41	9.23	1883.71	3.62	141.72	8.39	10.44	15.49
1883.1	5.38	0.33	0.41	9.23	1883.79	3.62	137.87	8.41	10.38	15.05
1883.11	5.46	0.33	0.40	9.13	1883.87	3.62	141.38	8.52	10.42	15.41
1883.12	5.34	0.33	0.40	9.23	1883.96	3.62	136.85	8.46	10.25	14.90
1884.01	5.18	0.33	0.39	9.23	1884.04	3.62	132.75	8.41	10.06	14.43
1884.02	5.32	0.33	0.39	9.23	1884.12	3.61	136.33	8.37	9.87	14.81
