date	cape-1	cape-3	cape-6	cape-12	cape-24	cape-60	cape-120	shiller-cape	ret-1	ret-3	ret-6	ret-12	ret-24	ret-60	ret-120	rret-1	rret-3	rret-6	rret-12	rret-24	rret-60	rret-120
1979.02	7.67	7.80	7.97	8.10	8.17	8.50	9.00	9.00	0.02	0.02	0.09	0.17	0.31	0.60	1.99	0.01	-0.02	0.02	0.03	0.03	0.08	0.70
1979.03	7.64	7.75	7.93	8.12	8.20	8.56	9.07	9.07	0.02	0.02	0.08	0.05	0.33	0.57	1.92	0.01	-0.02	0.02	-0.09	0.05	0.07	0.67
1979.04	7.59	7.70	7.88	8.11	8.23	8.62	9.13	9.13	-0.02	0.01	0.02	0.01	0.32	0.54	1.96	-0.04	-0.03	-0.04	-0.12	0.04	0.06	0.70
1979.05	7.28	7.34	7.50	7.76	7.90	8.30	8.79	8.79	0.02	0.08	0.04	0.08	0.32	0.57	2.15	0.01	0.04	-0.02	-0.06	0.05	0.09	0.82
1979.06	7.31	7.35	7.47	7.75	7.93	8.36	8.85	8.85	0.01	0.07	0.06	0.13	0.30	0.51	2.18	-0.00	0.03	-0.00	-0.01	0.04	0.05	0.85
1979.07	7.27	7.30	7.39	7.67	7.88	8.34	8.83	8.83	0.05	0.02	0.08	0.17	0.26	0.47	2.23	0.04	-0.01	0.01	0.03	0.00	0.03	0.90
1979.08	7.49	7.53	7.59	7.87	8.12	8.62	9.13	9.13	0.01	-0.03	0.07	0.15	0.21	0.53	2.23	0.00	-0.06	0.00	0.02	-0.04	0.08	0.91
1979.09	7.45	7.49	7.55	7.79	8.08	8.61	9.11	9.11	-0.04	-0.01	-0.04	0.16	0.09	0.53	2.20	-0.05	-0.03	-0.10	0.03	-0.13	0.09	0.91
1979.10	7.09	7.12	7.17	7.37	7.67	8.21	8.68	8.68	-0.01	0.06	-0.01	0.25	0.15	0.58	2.32	-0.02	0.03	-0.08	0.10	-0.08	0.13	0.99
1979.11	6.99	6.98	7.03	7.18	7.51	8.06	8.52	8.52	0.04	0.11	0.04	0.31	0.19	0.60	2.28	0.03	0.07	-0.04	0.16	-0.04	0.16	0.98
1979.12	7.22	7.19	7.21	7.34	7.69	8.27	8.75	8.75	0.03	-0.03	0.06	0.24	0.15	0.53	2.23	0.01	-0.07	-0.01	0.10	-0.06	0.11	0.97
1980.01	7.36	7.32	7.31	7.40	7.76	8.37	8.85	8.85	0.04	-0.07	0.08	0.20	0.06	0.55	2.07	0.03	-0.11	0.02	0.07	-0.13	0.14	0.87
1980.02	7.58	7.54	7.50	7.56	7.93	8.56	9.05	9.05	-0.09	-0.07	0.07	0.11	-0.01	0.57	1.87	-0.11	-0.10	0.01	-0.00	-0.17	0.17	0.77
1980.03	6.81	6.78	6.73	6.75	7.06	7.64	8.08	8.08	-0.02	0.09	0.21	0.27	0.06	0.71	2.23	-0.03	0.06	0.15	0.15	-0.10	0.29	1.01
1980.04	6.66	6.63	6.58	6.57	6.84	7.41	7.84	7.84	0.05	0.16	0.26	0.30	0.13	0.75	2.28	0.04	0.14	0.21	0.19	-0.04	0.33	1.06
1980.05	7.03	6.93	6.86	6.81	7.06	7.65	8.10	8.10	0.06	0.15	0.26	0.22	0.08	0.72	2.25	0.05	0.13	0.21	0.11	-0.08	0.31	1.06
1980.06	7.53	7.39	7.29	7.20	7.41	8.02	8.51	8.51	0.05	0.10	0.16	0.15	-0.04	0.65	2.14	0.05	0.09	0.12	0.05	-0.18	0.27	1.00
1980.07	8.02	7.87	7.71	7.57	7.73	8.36	8.88	8.88	0.03	0.09	0.11	0.08	-0.09	0.61	2.01	0.02	0.06	0.06	-0.03	-0.23	0.23	0.91
1980.08	8.26	8.17	7.98	7.79	7.90	8.53	9.07	9.07	0.02	0.10	0.04	0.05	-0.11	0.52	1.68	0.02	0.07	-0.01	-0.05	-0.24	0.18	0.70
1980.09	8.51	8.41	8.22	7.98	8.02	8.64	9.20	9.20	0.03	0.06	0.05	-0.06	-0.03	0.46	1.49	0.02	0.03	-0.00	-0.16	-0.17	0.13	0.58
1980.10	8.81	8.68	8.51	8.22	8.18	8.78	9.36	9.36	0.04	0.02	0.03	-0.08	0.02	0.43	1.36	0.03	-0.00	-0.02	-0.16	-0.12	0.12	0.50
1980.11	9.16	9.08	8.91	8.58	8.46	9.05	9.65	9.65	-0.02	-0.05	-0.03	-0.09	0.02	0.46	1.32	-0.03	-0.08	-0.08	-0.17	-0.11	0.14	0.48
1980.12	8.96	8.92	8.78	8.45	8.26	8.79	9.39	9.39	-0.00	-0.00	-0.01	-0.07	0.04	0.55	1.46	-0.01	-0.03	-0.06	-0.15	-0.08	0.23	0.59
1981.01	8.90	8.86	8.75	8.43	8.18	8.67	9.26	9.26	-0.03	0.01	-0.03	-0.12	0.08	0.57	1.45	-0.04	-0.01	-0.08	-0.19	-0.03	0.24	0.58
1981.02	8.62	8.53	8.44	8.14	7.84	8.26	8.83	8.83	0.04	0.03	0.01	-0.11	0.14	0.71	1.82	0.03	0.00	-0.04	-0.17	0.03	0.37	0.84
1981.03	9.02	8.89	8.78	8.49	8.12	8.50	9.08	9.08	0.01	-0.01	-0.11	-0.17	0.14	0.74	1.79	0.00	-0.03	-0.16	-0.22	0.03	0.42	0.83
1981.04	9.16	9.03	8.88	8.61	8.18	8.51	9.09	9.09	-0.02	-0.04	-0.11	-0.13	0.17	0.77	1.82	-0.03	-0.07	-0.15	-0.19	0.06	0.45	0.86
1981.05	8.88	8.86	8.71	8.46	8.00	8.27	8.82	8.82	0.00	-0.02	-0.07	-0.12	0.25	0.81	1.87	-0.00	-0.04	-0.11	-0.17	0.13	0.49	0.90
1981.06	8.82	8.84	8.73	8.50	8.02	8.23	8.77	8.77	-0.02	-0.11	-0.06	-0.17	0.26	0.85	1.86	-0.03	-0.13	-0.10	-0.23	0.15	0.53	0.90
1981.07	8.51	8.52	8.48	8.27	7.79	7.94	8.45	8.45	0.00	-0.07	-0.09	-0.15	0.29	0.86	1.95	-0.00	-0.09	-0.12	-0.20	0.19	0.56	0.98
1981.08	8.52	8.49	8.49	8.30	7.81	7.91	8.40	8.40	-0.09	-0.05	-0.12	-0.15	0.25	0.89	2.00	-0.10	-0.07	-0.14	-0.20	0.15	0.59	1.03
1981.09	7.72	7.69	7.69	7.55	7.11	7.15	7.58	7.58	0.01	0.05	-0.06	0.03	0.41	1.01	2.27	0.01	0.04	-0.08	-0.02	0.31	0.70	1.22
1981.10	7.83	7.80	7.78	7.66	7.24	7.23	7.65	7.65	0.03	-0.02	-0.03	0.11	0.40	0.98	2.23	0.02	-0.03	-0.04	0.05	0.29	0.68	1.20
1981.11	8.01	8.00	7.96	7.87	7.46	7.39	7.81	7.81	0.01	-0.07	-0.05	0.12	0.34	0.99	2.14	0.00	-0.08	-0.07	0.07	0.24	0.69	1.14
1981.12	8.05	8.04	8.01	7.94	7.55	7.43	7.83	7.83	-0.05	-0.11	-0.11	0.13	0.33	1.01	2.14	-0.06	-0.11	-0.14	0.08	0.23	0.71	1.14
1982.01	7.61	7.60	7.59	7.53	7.18	7.02	7.39	7.39	-0.02	-0.01	-0.07	0.23	0.42	1.25	2.55	-0.03	-0.01	-0.10	0.19	0.31	0.91	1.42
1982.02	7.52	7.44	7.41	7.36	7.04	6.84	7.18	7.18	-0.03	0.02	-0.04	0.28	0.37	1.45	2.60	-0.03	0.00	-0.07	0.24	0.27	1.08	1.46
1982.03	7.40	7.29	7.22	7.16	6.88	6.63	6.95	6.95	0.05	-0.01	0.10	0.37	0.42	1.64	2.68	0.05	-0.04	0.07	0.32	0.31	1.23	1.49
1982.04	7.82	7.72	7.60	7.52	7.25	6.94	7.26	7.26	0.00	-0.06	0.14	0.36	0.36	1.49	2.50	-0.01	-0.08	0.10	0.31	0.25	1.09	1.38
1982.05	7.90	7.77	7.62	7.50	7.25	6.89	7.19	7.19	-0.06	-0.06	0.19	0.41	0.35	1.48	2.56	-0.07	-0.08	0.16	0.36	0.25	1.10	1.44
1982.06	7.53	7.36	7.19	7.03	6.80	6.43	6.69	6.69	-0.00	0.12	0.27	0.52	0.40	1.75	2.72	-0.01	0.11	0.26	0.48	0.31	1.35	1.57
1982.07	7.68	7.48	7.27	7.05	6.81	6.39	6.64	6.64	0.00	0.21	0.32	0.53	0.38	1.83	2.79	0.00	0.20	0.31	0.49	0.29	1.43	1.63
1982.08	7.84	7.66	7.42	7.13	6.87	6.41	6.64	6.64	0.12	0.26	0.34	0.48	0.50	2.00	2.81	0.11	0.26	0.34	0.44	0.40	1.56	1.64
1982.09	8.87	8.72	8.42	8.04	7.73	7.16	7.40	7.40	0.08	0.14	0.24	0.37	0.36	1.60	2.42	0.08	0.14	0.24	0.33	0.27	1.22	1.37
1982.10	9.76	9.59	9.29	8.81	8.43	7.77	8.00	8.00	0.04	0.09	0.19	0.26	0.24	1.11	2.11	0.04	0.09	0.18	0.23	0.16	0.80	1.15
1982.11	10.44	10.20	9.90	9.34	8.88	8.13	8.35	8.35	0.01	0.06	0.19	0.20	0.20	0.77	2.06	0.01	0.06	0.17	0.16	0.12	0.51	1.11
1982.12	10.81	10.56	10.25	9.63	9.09	8.28	8.47	8.47	0.04	0.09	0.19	0.18	0.18	0.73	2.13	0.03	0.09	0.17	0.14	0.09	0.46	1.15
1983.01	11.39	11.16	10.81	10.14	9.50	8.59	8.76	8.76	0.02	0.09	0.16	0.15	0.19	0.74	2.02	0.02	0.08	0.13	0.11	0.10	0.47	1.07
1983.02	11.67	11.53	11.18	10.50	9.76	8.77	8.91	8.91	0.03	0.12	0.11	0.07	0.23	0.76	2.01	0.03	0.10	0.08	0.02	0.14	0.48	1.06
1983.03	12.16	12.07	11.77	11.07	10.21	9.11	9.23	9.23	0.04	0.10	0.10	0.04	0.18	0.75	1.96	0.03	0.08	0.07	-0.01	0.09	0.47	1.02
1983.04	12.61	12.53	12.31	11.62	10.64	9.43	9.53	9.53	0.04	0.06	0.06	-0.00	0.15	0.67	1.81	0.03	0.05	0.04	-0.04	0.06	0.40	0.92
1983.05	13.07	13.03	12.87	12.22	11.12	9.80	9.87	9.87	0.01	-0.01	0.01	-0.05	0.13	0.56	1.71	0.01	-0.02	-0.01	-0.08	0.04	0.32	0.87
1983.06	13.24	13.21	13.11	12.53	11.37	9.96	10.00	10.00	0.00	0.00	-0.01	-0.08	0.14	0.63	1.69	-0.00	-0.01	-0.03	-0.12	0.05	0.37	0.86
1983.07	13.21	13.22	13.16	12.68	11.49	10.00	10.01	10.01	-0.03	0.00	-0.00	-0.10	0.15	0.61	1.68	-0.03	-0.01	-0.02	-0.13	0.07	0.36	0.85
1983.08	12.62	12.75	12.76	12.41	11.26	9.73	9.73	9.73	0.03	0.02	-0.03	0.01	0.16	0.62	1.80	0.02	0.01	-0.05	-0.03	0.08	0.37	0.94
1983.09	12.74	12.93	13.02	12.80	11.65	10.02	9.98	9.98	0.00	-0.02	-0.06	-0.01	0.10	0.60	1.75	0.00	-0.02	-0.08	-0.05	0.02	0.35	0.91
1983.10	12.57	12.74	12.93	12.86	11.76	10.06	10.00	10.00	-0.01	-0.01	-0.06	-0.02	0.11	0.65	1.77	-0.02	-0.02	-0.08	-0.06	0.03	0.39	0.92
1983.11	12.18	12.35	12.59	12.65	11.66	9.93	9.85	9.85	-0.00	-0.05	-0.05	0.01	0.20	0.64	1.80	-0.01	-0.06	-0.07	-0.03	0.11	0.38	0.94
1983.12	11.91	12.10	12.36	12.54	11.69	9.92	9.81	9.82	0.01	-0.04	-0.07	0.00	0.26	0.68	1.83	0.01	-0.05	-0.09	-0.04	0.17	0.41	0.97
1984.01	11.79	11.98	12.25	12.55	11.85	10.02	9.90	9.89	-0.05	-0.05	-0.09	0.03	0.25	0.72	1.84	-0.06	-0.06	-0.11	-0.00	0.16	0.44	0.98
1984.02	10.84	11.07	11.34	11.70	11.21	9.47	9.32	9.32	0.00	-0.00	0.05	0.15	0.39	0.87	2.00	-0.00	-0.01	0.02	0.11	0.31	0.57	1.09
1984.03	10.58	10.82	11.12	11.56	11.24	9.50	9.33	9.33	0.00	-0.03	0.06	0.14	0.48	0.86	1.95	-0.00	-0.04	0.03	0.10	0.39	0.56	1.05
1984.04	10.28	10.53	10.86	11.36	11.23	9.51	9.31	9.31	-0.01	-0.04	0.05	0.15	0.51	0.92	1.84	-0.01	-0.05	0.02	0.11	0.43	0.61	0.98
1984.05	10.03	10.21	10.55	11.09	11.14	9.46	9.23	9.23	-0.02	0.05	0.06	0.18	0.52	1.00	1.88	-0.03	0.04	0.04	0.14	0.45	0.67	1.02
1984.06	9.61	9.77	10.08	10.63	10.84	9.26	9.01	9.01	-0.01	0.08	0.07	0.23	0.60	1.11	1.97	-0.02	0.07	0.06	0.19	0.52	0.77	1.08
1984.07	9.29	9.45	9.71	10.27	10.63	9.14	8.87	8.87	0.09	0.09	0.14	0.27	0.59	1.20	1.99	0.08	0.08	0.12	0.23	0.51	0.84	1.10
1984.08	10.03	10.11	10.36	10.95	11.47	9.94	9.62	9.62	0.01	0.01	0.10	0.15	0.49	1.11	1.82	0.01	0.00	0.08	0.11	0.42	0.77	0.98
1984.09	10.05	10.09	10.27	10.84	11.48	10.04	9.69	9.69	-0.01	-0.01	0.08	0.11	0.43	1.09	1.81	-0.01	-0.01	0.07	0.07	0.37	0.76	0.98
1984.10	9.92	9.95	10.07	10.57	11.29	9.97	9.59	9.60	0.01	0.04	0.10	0.13	0.44	1.11	1.81	0.01	0.04	0.08	0.09	0.38	0.77	0.98
1984.11	10.03	10.03	10.09	10.53	11.32	10.10	9.69	9.69	-0.01	0.09	0.11	0.19	0.47	1.05	1.77	-0.01	0.08	0.09	0.15	0.41	0.71	0.95
1984.12	9.90	9.91	9.94	10.29	11.11	10.03	9.60	9.60	0.04	0.09	0.15	0.26	0.51	1.12	1.77	0.04	0.08	0.12	0.21	0.44	0.77	0.95
1985.01	10.29	10.31	10.33	10.60	11.47	10.49	10.00	10.00	0.05	0.05	0.12	0.21	0.54	0.98	1.71	0.05	0.04	0.10	0.17	0.46	0.64	0.90
1985.02	10.87	10.83	10.83	11.03	11.93	11.05	10.49	10.49	-0.01	0.02	0.04	0.21	0.55	0.83	1.66	-0.01	0.01	0.02	0.18	0.47	0.51	0.87
1985.03	10.85	10.75	10.72	10.84	11.70	10.96	10.37	10.37	0.01	0.05	0.03	0.29	0.63	0.89	1.75	0.00	0.04	0.01	0.27	0.55	0.56	0.93
1985.04	10.97	10.87	10.79	10.83	11.63	11.02	10.40	10.40	0.02	0.07	0.03	0.32	0.60	0.87	1.81	0.02	0.06	0.01	0.30	0.52	0.55	0.98
1985.05	11.42	11.23	11.08	11.04	11.78	11.29	10.61	10.61	0.02	0.02	0.07	0.29	0.56	0.89	1.83	0.02	0.01	0.05	0.27	0.48	0.57	1.00
1985.06	11.87	11.63	11.41	11.29	11.93	11.54	10.81	10.81	0.02	-0.03	0.10	0.30	0.60	0.91	1.86	0.02	-0.03	0.08	0.28	0.51	0.58	1.01
1985.07	12.31	12.07	11.77	11.55	12.07	11.79	11.00	11.00	-0.02	-0.03	0.08	0.25	0.61	0.87	1.90	-0.02	-0.04	0.06	0.23	0.53	0.55	1.05
1985.08	12.14	11.98	11.66	11.36	11.73	11.56	10.74	10.74	-0.02	0.05	0.17	0.30	0.75	0.76	1.97	-0.03	0.04	0.15	0.28	0.65	0.44	1.10
1985.09	11.96	11.84	11.54	11.16	11.40	11.31	10.47	10.47	0.01	0.13	0.26	0.29	0.73	0.71	2.14	0.01	0.12	0.26	0.27	0.63	0.40	1.22
1985.10	12.18	12.05	11.81	11.36	11.46	11.44	10.55	10.55	0.06	0.12	0.28	0.27	0.50	0.65	2.13	0.06	0.11	0.28	0.26	0.42	0.34	1.21
1985.11	13.11	12.91	12.68	12.14	12.11	12.15	11.16	11.16	0.05	0.11	0.21	0.24	0.24	0.60	2.02	0.05	0.11	0.21	0.23	0.17	0.30	1.14
1985.12	13.95	13.72	13.46	12.87	12.68	12.77	11.69	11.69	0.00	0.12	0.18	0.20	0.16	0.59	1.96	0.00	0.13	0.18	0.19	0.10	0.30	1.11
1986.01	14.21	13.97	13.66	13.07	12.71	12.84	11.71	11.72	0.05	0.14	0.15	0.27	0.20	0.56	1.95	0.06	0.15	0.15	0.25	0.14	0.27	1.09
1986.02	15.09	14.96	14.62	14.00	13.47	13.63	12.39	12.39	0.06	0.09	0.12	0.28	0.18	0.65	1.96	0.06	0.09	0.11	0.25	0.11	0.34	1.09
1986.03	16.04	16.02	15.73	15.09	14.37	14.55	13.19	13.19	0.02	0.06	0.03	0.26	0.14	0.60	1.79	0.03	0.05	0.01	0.22	0.07	0.29	0.95
1986.04	16.42	16.45	16.29	15.68	14.82	14.99	13.55	13.55	0.00	0.01	-0.00	0.22	0.10	0.60	1.72	-0.00	0.00	-0.02	0.17	0.02	0.28	0.89
1986.05	16.31	16.39	16.36	15.82	14.88	15.03	13.56	13.56	0.03	0.03	0.03	0.21	0.07	0.58	1.77	0.02	0.02	0.01	0.17	-0.00	0.27	0.93
1986.06	16.66	16.71	16.76	16.32	15.30	15.43	13.89	13.89	-0.02	-0.03	0.01	0.23	0.10	0.54	1.73	-0.02	-0.03	0.00	0.19	0.02	0.24	0.90
1986.07	16.33	16.33	16.40	16.08	15.08	15.16	13.62	13.62	0.02	-0.01	0.10	0.29	0.12	0.58	1.68	0.02	-0.02	0.08	0.24	0.04	0.27	0.87
1986.08	16.57	16.60	16.66	16.46	15.45	15.49	13.89	13.89	-0.03	0.00	0.15	0.34	0.08	0.59	1.70	-0.03	-0.01	0.13	0.29	-0.01	0.28	0.89
1986.09	16.02	16.06	16.09	16.01	15.05	15.05	13.47	13.47	-0.00	0.04	0.23	0.34	0.12	0.62	1.83	-0.00	0.04	0.21	0.28	0.03	0.31	0.98
1986.10	15.97	15.96	15.99	15.99	15.08	15.03	13.43	13.43	0.03	0.11	0.22	0.18	0.17	0.63	1.95	0.03	0.11	0.19	0.13	0.07	0.31	1.06
1986.11	16.63	16.52	16.51	16.54	15.67	15.56	13.87	13.87	0.01	0.15	0.18	-0.00	0.11	0.57	2.00	0.01	0.13	0.15	-0.04	0.01	0.26	1.09
1986.12	17.01	16.85	16.78	16.80	16.00	15.83	14.09	14.09	0.06	0.18	0.21	-0.03	0.11	0.56	1.99	0.06	0.16	0.18	-0.07	0.02	0.25	1.08
1987.01	18.15	17.98	17.81	17.80	17.05	16.80	14.92	14.92	0.06	0.09	0.17	-0.05	0.08	0.57	1.90	0.06	0.08	0.15	-0.09	-0.01	0.27	1.02
1987.02	19.06	19.10	18.91	18.84	18.18	17.83	15.82	15.82	0.04	0.03	0.17	-0.08	0.05	0.47	1.84	0.04	0.02	0.14	-0.12	-0.04	0.18	0.99
1987.03	19.55	19.74	19.64	19.53	18.97	18.54	16.43	16.43	-0.01	0.03	0.09	-0.09	0.00	0.39	1.71	-0.02	0.02	0.06	-0.13	-0.08	0.12	0.90
1987.04	19.06	19.24	19.32	19.20	18.77	18.29	16.20	16.20	-0.00	0.07	-0.03	-0.09	0.04	0.41	1.64	-0.00	0.06	-0.05	-0.13	-0.04	0.14	0.86
1987.05	19.37	19.17	19.28	19.14	18.80	18.26	16.16	16.16	0.04	0.14	-0.15	-0.11	0.09	0.43	1.88	0.04	0.13	-0.17	-0.15	-0.01	0.16	1.04
1987.06	20.50	20.11	20.10	19.95	19.64	19.02	16.83	16.83	0.03	0.06	-0.20	-0.10	0.07	0.35	1.91	0.03	0.04	-0.21	-0.14	-0.02	0.10	1.06
1987.07	21.45	21.04	20.73	20.57	20.27	19.56	17.31	17.31	0.06	-0.10	-0.19	-0.13	0.07	0.34	1.98	0.06	-0.11	-0.21	-0.17	-0.02	0.08	1.12
1987.08	21.99	22.29	21.93	21.78	21.50	20.70	18.33	18.33	-0.03	-0.26	-0.22	-0.20	0.05	0.27	1.81	-0.04	-0.26	-0.23	-0.23	-0.03	0.03	1.00
1987.09	20.61	21.18	21.08	20.97	20.74	19.93	17.68	17.68	-0.12	-0.24	-0.17	-0.16	0.09	0.31	1.94	-0.12	-0.25	-0.18	-0.19	0.00	0.07	1.10
1987.10	17.62	18.08	18.41	18.35	18.20	17.48	15.53	15.53	-0.13	-0.11	-0.06	-0.01	0.24	0.47	2.39	-0.13	-0.11	-0.08	-0.05	0.14	0.20	1.42
1987.11	14.92	15.36	15.88	15.95	15.88	15.26	13.59	13.59	-0.02	0.05	0.05	0.11	0.39	0.73	2.83	-0.02	0.05	0.03	0.06	0.27	0.40	1.74
1987.12	14.21	14.67	15.29	15.54	15.57	14.98	13.39	13.39	0.04	0.10	0.12	0.15	0.45	0.81	2.99	0.04	0.09	0.10	0.10	0.32	0.47	1.86
1988.01	14.28	14.73	15.39	15.91	16.05	15.49	13.90	13.90	0.03	0.05	0.07	0.14	0.36	0.74	2.85	0.03	0.04	0.05	0.09	0.23	0.41	1.75
1988.02	14.41	14.74	15.39	16.13	16.39	15.87	14.30	14.30	0.03	-0.01	0.02	0.14	0.28	0.71	2.97	0.03	-0.02	-0.00	0.09	0.16	0.39	1.84
1988.03	14.52	14.77	15.37	16.30	16.68	16.21	14.67	14.67	-0.01	0.02	0.01	0.10	0.27	0.69	3.05	-0.02	0.01	-0.02	0.05	0.15	0.37	1.91
1988.04	14.05	14.28	14.75	15.79	16.27	15.88	14.43	14.43	-0.02	0.02	0.06	0.15	0.29	0.69	3.24	-0.03	0.01	0.03	0.10	0.17	0.37	2.05
1988.05	13.01	13.50	13.95	15.04	15.65	15.36	14.03	14.03	0.06	0.03	0.06	0.23	0.37	0.74	3.33	0.05	0.02	0.03	0.16	0.24	0.42	2.12
1988.06	13.06	13.69	14.25	15.42	16.28	16.07	14.77	14.77	-0.01	-0.01	0.02	0.20	0.33	0.66	3.09	-0.01	-0.02	0.00	0.14	0.21	0.35	1.96
1988.07	12.37	12.93	13.65	14.79	15.88	15.81	14.61	14.61	-0.02	0.03	0.06	0.23	0.34	0.66	3.30	-0.02	0.02	0.04	0.17	0.22	0.36	2.12
1988.08	11.92	12.19	12.92	14.02	15.27	15.32	14.24	14.24	0.02	0.03	0.11	0.31	0.25	0.72	3.08	0.01	0.02	0.09	0.26	0.13	0.42	1.97
1988.09	11.90	12.04	12.66	13.76	15.18	15.37	14.37	14.37	0.04	0.03	0.09	0.30	0.18	0.71	2.81	0.03	0.03	0.07	0.24	0.06	0.41	1.79
1988.10	12.16	12.28	12.70	13.83	15.42	15.75	14.81	14.81	-0.02	0.03	0.09	0.25	0.11	0.67	2.72	-0.02	0.02	0.06	0.20	-0.00	0.38	1.73
1988.11	11.74	11.86	12.12	13.17	14.81	15.27	14.45	14.45	0.02	0.08	0.16	0.26	0.16	0.71	3.22	0.02	0.07	0.13	0.20	0.05	0.41	2.10
1988.12	11.79	11.94	12.14	13.11	14.84	15.45	14.70	14.70	0.03	0.06	0.17	0.26	0.19	0.69	3.30	0.03	0.04	0.14	0.20	0.07	0.39	2.16
1989.01	11.95	12.11	12.32	13.18	14.97	15.77	15.09	15.09	0.03	0.06	0.16	0.19	0.14	0.66	3.38	0.03	0.04	0.13	0.13	0.03	0.37	2.23
1989.02	12.12	12.27	12.49	13.25	15.09	16.07	15.47	15.47	-0.00	0.07	0.18	0.12	0.23	0.60	3.24	-0.01	0.05	0.15	0.07	0.11	0.33	2.13
1989.03	11.85	11.99	12.22	12.85	14.67	15.81	15.30	15.30	0.03	0.11	0.19	0.16	0.27	0.58	3.38	0.03	0.09	0.16	0.10	0.15	0.32	2.25
1989.04	12.03	12.17	12.39	12.93	14.80	16.12	15.69	15.69	0.04	0.10	0.15	0.12	0.26	0.48	3.42	0.03	0.09	0.13	0.07	0.14	0.24	2.27
1989.05	12.46	12.48	12.67	13.14	15.01	16.55	16.19	16.19	0.03	0.10	0.08	0.12	0.20	0.44	3.24	0.03	0.10	0.07	0.07	0.10	0.21	2.16
1989.06	12.85	12.82	12.94	13.36	15.16	16.94	16.64	16.64	0.03	0.07	0.08	0.11	0.17	0.41	3.09	0.02	0.07	0.06	0.06	0.07	0.18	2.05
1989.07	13.13	13.13	13.17	13.55	15.23	17.24	17.01	17.01	0.04	0.05	0.02	0.08	0.15	0.36	3.16	0.04	0.04	0.00	0.03	0.05	0.14	2.11
1989.08	14.00	13.80	13.74	14.05	15.63	17.89	17.73	17.73	0.00	-0.02	-0.05	-0.05	0.12	0.34	2.83	-0.00	-0.03	-0.07	-0.10	0.02	0.12	1.86
1989.09	14.30	13.98	13.82	14.00	15.39	17.80	17.71	17.71	0.00	0.00	-0.03	-0.09	0.11	0.34	2.80	-0.00	-0.01	-0.05	-0.14	0.02	0.12	1.83
1989.10	14.60	14.25	13.92	13.94	15.14	17.66	17.64	17.64	-0.02	-0.02	-0.03	-0.12	0.11	0.34	2.74	-0.02	-0.04	-0.05	-0.17	0.02	0.12	1.79
1989.11	14.49	14.22	13.80	13.65	14.65	17.20	17.24	17.24	0.02	-0.03	0.03	-0.07	0.13	0.36	3.09	0.02	-0.04	0.00	-0.13	0.04	0.14	2.06
1989.12	15.03	14.81	14.35	14.03	14.86	17.55	17.65	17.65	-0.02	-0.03	0.03	-0.06	0.11	0.31	3.10	-0.03	-0.05	0.00	-0.11	0.02	0.10	2.07
1990.01	14.69	14.50	14.11	13.63	14.25	16.90	17.05	17.05	-0.03	-0.01	0.06	-0.04	0.22	0.37	3.19	-0.03	-0.02	0.03	-0.09	0.13	0.16	2.16
1990.02	14.62	14.29	13.93	13.31	13.72	16.31	16.51	16.51	0.02	0.06	0.00	0.10	0.25	0.46	3.20	0.02	0.05	-0.03	0.04	0.15	0.24	2.17
1990.03	15.24	14.87	14.47	13.74	13.93	16.59	16.83	16.83	-0.00	0.06	-0.07	0.10	0.20	0.46	3.26	-0.00	0.05	-0.10	0.05	0.11	0.24	2.20
1990.04	15.58	15.21	14.72	13.92	13.87	16.52	16.81	16.81	0.04	0.06	-0.09	0.12	0.20	0.50	3.32	0.03	0.05	-0.12	0.07	0.11	0.27	2.25
1990.05	16.23	16.01	15.49	14.62	14.33	17.04	17.39	17.39	0.03	-0.06	-0.10	0.08	0.18	0.50	3.05	0.02	-0.07	-0.13	0.03	0.10	0.27	2.05
1990.06	16.75	16.61	16.14	15.22	14.70	17.41	17.82	17.82	-0.00	-0.12	-0.09	0.05	0.13	0.50	3.06	-0.00	-0.14	-0.11	0.00	0.05	0.27	2.06
1990.07	16.87	16.69	16.34	15.42	14.69	17.29	17.75	17.75	-0.08	-0.15	-0.10	0.06	0.15	0.55	3.09	-0.09	-0.17	-0.12	0.01	0.07	0.32	2.09
1990.08	15.30	15.28	15.06	14.27	13.44	15.71	16.17	16.17	-0.05	-0.05	0.10	0.18	0.26	0.69	3.49	-0.05	-0.06	0.07	0.13	0.18	0.45	2.42
1990.09	14.50	14.50	14.36	13.69	12.78	14.82	15.30	15.30	-0.03	0.04	0.18	0.23	0.33	0.83	3.65	-0.03	0.03	0.16	0.19	0.25	0.59	2.56
1990.10	14.04	14.03	13.97	13.41	12.44	14.31	14.82	14.82	0.03	0.06	0.24	0.26	0.34	0.90	3.53	0.02	0.05	0.22	0.22	0.26	0.65	2.47
1990.11	14.56	14.44	14.38	13.91	12.83	14.62	15.19	15.19	0.04	0.15	0.20	0.22	0.34	0.89	3.37	0.04	0.14	0.18	0.19	0.26	0.65	2.36
1990.12	15.31	15.16	15.07	14.67	13.48	15.21	15.85	15.85	-0.01	0.13	0.15	0.18	0.33	0.87	3.05	-0.02	0.12	0.13	0.15	0.25	0.63	2.11
1991.01	15.16	15.06	14.90	14.60	13.38	14.93	15.61	15.61	0.11	0.17	0.17	0.28	0.34	0.89	3.10	0.11	0.16	0.15	0.25	0.26	0.65	2.15
