date	cape-1	cape-3	cape-6	cape-12	cape-24	cape-60	cape-120	shiller-cape	ret-1	ret-3	ret-6	ret-12	ret-24	ret-60	ret-120	rret-1	rret-3	rret-6	rret-12	rret-24	rret-60	rret-120
1901.05	15.89	16.07	16.25	16.43	16.84	20.31	23.06	23.06	0.10	0.04	0.05	0.09	-0.02	0.19	0.23	0.10	0.01	-0.01	0.02	-0.10	0.04	0.05
1901.06	17.41	17.54	17.74	17.98	18.43	22.13	25.24	25.24	-0.07	-0.06	-0.06	-0.01	-0.16	0.09	0.14	-0.08	-0.09	-0.12	-0.09	-0.22	-0.04	-0.02
1901.07	15.98	16.04	16.25	16.50	16.90	20.20	23.14	23.14	0.01	-0.00	0.02	0.08	-0.14	0.14	0.21	0.00	-0.03	-0.01	0.01	-0.20	0.05	0.04
1901.08	16.15	16.07	16.19	16.46	16.85	20.04	23.08	23.08	-0.00	0.00	0.02	0.10	-0.18	0.21	0.14	-0.02	-0.02	-0.01	0.05	-0.22	0.10	-0.04
1901.09	16.02	15.87	15.89	16.14	16.52	19.52	22.59	22.59	-0.01	-0.01	0.02	0.11	-0.19	0.25	0.08	-0.01	-0.03	0.01	0.05	-0.24	0.14	-0.08
1901.10	15.98	15.83	15.72	15.92	16.28	19.13	22.25	22.25	0.02	0.03	0.07	0.08	-0.21	0.23	0.10	0.01	0.01	0.05	-0.03	-0.25	0.10	-0.07
1901.11	16.07	16.06	15.91	16.04	16.38	19.12	22.38	22.38	-0.02	0.01	0.05	0.02	-0.22	0.23	0.12	-0.03	0.01	0.02	-0.05	-0.24	0.10	-0.03
1901.12	15.77	15.69	15.54	15.57	15.90	18.41	21.68	21.68	0.02	0.03	0.06	0.01	-0.17	0.24	0.15	0.03	0.04	0.03	-0.05	-0.18	0.11	0.01
1902.01	16.43	16.29	16.17	16.11	16.41	18.85	22.34	22.34	0.01	0.04	0.06	0.04	-0.18	0.18	0.12	0.01	0.03	0.02	-0.05	-0.22	0.05	-0.03
1902.02	16.03	16.34	16.31	16.20	16.51	18.84	22.46	22.46	0.00	0.03	0.08	0.03	-0.21	0.13	0.10	0.00	0.01	0.05	-0.06	-0.26	-0.01	-0.06
1902.03	15.72	16.11	16.24	16.17	16.46	18.68	22.41	22.41	0.03	0.03	0.08	-0.01	-0.21	0.02	0.13	0.02	-0.01	0.04	-0.07	-0.25	-0.10	-0.05
1902.04	15.73	16.06	16.43	16.44	16.74	18.91	22.82	22.82	-0.00	0.01	0.01	-0.09	-0.22	-0.01	0.13	-0.01	-0.01	-0.08	-0.13	-0.24	-0.12	-0.07
1902.05	15.39	15.58	16.02	16.14	16.42	18.48	22.43	22.43	-0.01	0.04	-0.03	-0.10	-0.23	-0.04	0.13	-0.02	0.04	-0.07	-0.11	-0.23	-0.15	-0.06
1902.06	15.00	15.12	15.52	15.79	16.06	18.01	21.96	21.96	0.02	0.05	-0.04	-0.15	-0.23	-0.07	0.14	0.02	0.05	-0.09	-0.15	-0.22	-0.17	-0.03
1902.07	15.22	15.34	15.62	16.06	16.35	18.27	22.39	22.39	0.03	-0.00	-0.02	-0.20	-0.21	-0.05	0.12	0.04	-0.07	-0.07	-0.20	-0.20	-0.16	-0.05
1902.08	15.52	15.75	16.00	16.57	16.89	18.83	23.17	23.17	0.00	-0.07	-0.05	-0.25	-0.21	-0.15	0.11	-0.01	-0.11	-0.11	-0.26	-0.22	-0.25	-0.07
1902.09	14.91	15.31	15.60	16.23	16.62	18.49	22.86	22.86	-0.03	-0.09	-0.09	-0.27	-0.17	-0.16	0.11	-0.09	-0.13	-0.11	-0.28	-0.18	-0.25	-0.07
1902.10	13.41	13.60	13.94	14.52	14.93	16.59	20.60	20.60	-0.04	-0.01	-0.10	-0.27	-0.10	-0.23	0.15	-0.01	-0.00	-0.05	-0.22	-0.04	-0.27	0.03
1902.11	14.00	13.57	13.80	14.33	14.78	16.37	20.41	20.41	-0.02	0.02	-0.08	-0.24	-0.01	-0.24	0.18	-0.03	-0.00	-0.05	-0.20	-0.01	-0.28	0.02
1902.12	12.86	13.08	13.19	13.68	14.18	15.70	19.63	19.63	0.05	0.00	-0.11	-0.18	0.02	-0.18	0.17	0.04	0.03	-0.07	-0.14	0.04	-0.20	0.03
1903.01	13.28	13.56	13.57	14.03	14.64	16.19	20.32	20.32	-0.01	-0.08	-0.19	-0.21	-0.00	-0.19	0.10	-0.01	-0.05	-0.14	-0.17	0.02	-0.19	-0.03
1903.02	13.53	13.34	13.44	13.83	14.47	15.99	20.11	20.11	-0.04	-0.10	-0.21	-0.23	0.05	-0.22	0.07	-0.01	-0.04	-0.17	-0.21	0.07	-0.21	-0.06
1903.03	13.63	13.39	13.41	13.66	14.31	15.78	19.88	19.88	-0.04	-0.11	-0.20	-0.20	0.12	-0.15	0.09	-0.04	-0.09	-0.19	-0.20	0.12	-0.17	-0.07
1903.04	12.81	12.92	12.88	13.03	13.65	15.03	18.98	18.98	-0.02	-0.12	-0.19	-0.14	0.15	-0.07	0.13	0.00	-0.10	-0.17	-0.13	0.15	-0.10	-0.03
1903.05	13.03	13.00	12.88	13.02	13.65	14.99	18.95	18.95	-0.06	-0.13	-0.17	-0.14	0.12	0.00	0.13	-0.06	-0.13	-0.16	-0.13	0.11	-0.05	-0.05
1903.06	12.21	12.22	12.20	12.26	12.84	14.06	17.82	17.82	-0.05	-0.10	-0.08	-0.09	0.20	0.06	0.13	-0.05	-0.11	-0.07	-0.08	0.18	0.01	-0.06
1903.07	11.81	11.73	11.71	11.67	12.21	13.34	16.92	16.92	-0.03	-0.09	-0.02	-0.01	0.29	0.16	0.20	-0.03	-0.09	-0.04	0.00	0.28	0.08	-0.01
1903.08	11.60	11.43	11.39	11.30	11.78	12.84	16.30	16.30	-0.02	-0.05	-0.02	0.06	0.39	0.25	0.27	-0.04	-0.04	-0.05	0.06	0.36	0.16	0.05
1903.09	11.36	11.19	11.04	10.95	11.33	12.33	15.65	15.65	-0.03	0.02	0.00	0.13	0.43	0.26	0.32	-0.02	0.04	-0.01	0.13	0.43	0.19	0.09
1903.10	11.41	11.16	10.94	10.79	11.06	12.01	15.25	15.25	0.00	0.07	0.06	0.24	0.50	0.32	0.32	0.02	0.05	0.05	0.22	0.48	0.22	0.08
1903.11	11.62	11.49	11.22	10.99	11.21	12.15	15.41	15.41	0.05	0.04	0.04	0.30	0.48	0.41	0.28	0.05	-0.01	0.04	0.24	0.43	0.27	0.03
1903.12	12.21	12.16	11.89	11.58	11.70	12.66	16.04	16.04	0.02	-0.01	-0.01	0.26	0.45	0.37	0.22	-0.01	-0.05	-0.01	0.20	0.39	0.23	-0.01
1904.01	12.31	12.17	11.97	11.62	11.60	12.53	15.86	15.86	-0.03	-0.01	0.01	0.26	0.48	0.36	0.25	-0.05	-0.01	0.04	0.23	0.44	0.26	0.04
1904.02	12.06	11.77	11.56	11.16	11.04	11.89	15.02	15.02	-0.00	0.00	0.08	0.35	0.51	0.35	0.30	0.01	0.05	0.12	0.35	0.51	0.27	0.12
1904.03	12.52	12.16	11.86	11.38	11.16	11.96	15.08	15.08	0.02	0.00	0.13	0.40	0.48	0.38	0.28	0.04	0.04	0.14	0.40	0.46	0.28	0.09
1904.04	12.91	12.83	12.45	11.94	11.61	12.37	15.57	15.57	-0.02	0.02	0.17	0.35	0.42	0.40	0.22	0.00	0.05	0.17	0.33	0.39	0.26	0.03
1904.05	12.88	12.94	12.62	12.10	11.67	12.38	15.53	15.53	0.00	0.08	0.26	0.31	0.41	0.48	0.26	0.00	0.07	0.20	0.28	0.33	0.29	0.03
1904.06	12.68	12.85	12.74	12.24	11.72	12.38	15.47	15.47	0.04	0.12	0.27	0.32	0.43	0.51	0.25	0.04	0.10	0.21	0.29	0.35	0.29	0.02
1904.07	13.30	13.31	13.36	12.88	12.25	12.87	16.04	16.04	0.03	0.14	0.24	0.31	0.34	0.47	0.13	0.02	0.12	0.19	0.28	0.31	0.26	-0.08
1904.08	13.67	13.59	13.69	13.28	12.58	13.14	16.30	16.30	0.04	0.17	0.26	0.31	0.39	0.45	0.10	0.03	0.13	0.21	0.28	0.34	0.25	-0.12
1904.09	14.37	14.17	14.14	13.84	13.07	13.56	16.74	16.74	0.06	0.13	0.24	0.26	0.37	0.39	0.05	0.06	0.10	0.22	0.26	0.32	0.20	-0.15
1904.10	15.50	15.22	15.04	14.78	13.95	14.35	17.63	17.63	0.05	0.09	0.15	0.21	0.26	0.32	-0.01	0.03	0.06	0.14	0.21	0.19	0.11	-0.19
1904.11	16.08	15.91	15.60	15.37	14.46	14.79	18.08	18.08	0.01	0.08	0.04	0.14	0.22	0.25	-0.06	0.01	0.08	0.06	0.15	0.16	0.07	-0.22
1904.12	16.72	16.36	15.98	15.70	14.74	14.94	18.16	18.16	0.02	0.10	0.04	0.16	0.19	0.25	-0.11	0.02	0.11	0.07	0.16	0.13	0.06	-0.25
1905.01	17.20	16.96	16.56	16.20	15.21	15.28	18.46	18.46	0.04	0.06	0.05	0.17	0.13	0.20	-0.11	0.04	0.07	0.08	0.17	0.09	0.02	-0.26
1905.02	17.43	17.74	17.43	17.01	16.00	15.95	19.17	19.17	0.03	-0.03	0.05	0.11	0.05	0.10	-0.16	0.04	-0.01	0.06	0.11	-0.01	-0.05	-0.29
1905.03	17.61	18.13	18.14	17.70	16.75	16.58	19.83	19.83	-0.01	-0.05	0.02	0.06	-0.08	0.10	-0.16	-0.01	-0.04	0.03	0.04	-0.14	-0.09	-0.29
1905.04	16.71	17.32	17.74	17.44	16.63	16.37	19.48	19.48	-0.05	-0.01	0.05	0.05	-0.06	0.09	-0.09	-0.04	0.00	0.06	0.04	-0.12	-0.11	-0.24
1905.05	15.63	16.13	16.80	16.70	16.05	15.72	18.63	18.63	0.01	0.08	0.10	0.08	-0.05	0.12	-0.06	0.01	0.07	0.08	0.04	-0.14	-0.07	-0.23
1905.06	15.22	15.75	16.55	16.79	16.28	15.88	18.74	18.74	0.03	0.07	0.11	0.08	-0.09	0.06	-0.07	0.03	0.07	0.08	0.05	-0.18	-0.11	-0.23
1905.07	15.29	15.76	16.53	17.15	16.80	16.34	19.21	19.21	0.04	0.06	0.11	0.02	-0.08	-0.03	-0.10	0.03	0.06	0.09	0.02	-0.18	-0.19	-0.26
1905.08	15.29	15.68	16.43	17.38	17.20	16.71	19.57	19.57	0.00	0.01	0.07	0.06	-0.18	-0.04	-0.09	0.01	0.01	0.05	0.05	-0.26	-0.18	-0.25
1905.09	15.31	15.57	16.21	17.37	17.41	16.91	19.74	19.74	0.01	0.03	0.04	0.09	-0.19	-0.03	-0.06	0.01	0.01	0.01	0.05	-0.28	-0.18	-0.23
1905.10	14.97	15.40	15.99	17.28	17.56	17.09	19.90	19.90	-0.01	0.05	0.01	0.04	-0.29	-0.00	-0.02	-0.02	0.03	-0.02	-0.02	-0.37	-0.13	-0.21
1905.11	14.38	14.78	15.31	16.62	17.15	16.74	19.44	19.44	0.02	0.05	-0.01	0.07	-0.33	0.00	0.02	0.01	0.04	-0.04	0.01	-0.37	-0.09	-0.17
1905.12	14.40	14.63	15.16	16.43	17.25	16.90	19.58	19.58	0.03	0.00	-0.03	0.03	-0.31	-0.05	-0.01	0.03	0.00	-0.04	-0.02	-0.33	-0.13	-0.18
1906.01	14.73	14.90	15.37	16.58	17.69	17.41	20.13	20.13	-0.01	-0.04	-0.08	-0.03	-0.31	-0.06	-0.05	-0.01	-0.04	-0.06	-0.07	-0.32	-0.14	-0.23
1906.02	14.47	14.63	15.00	16.07	17.39	17.21	19.87	19.87	-0.02	-0.06	-0.01	-0.06	-0.33	-0.04	-0.06	-0.02	-0.07	-0.01	-0.11	-0.33	-0.09	-0.24
1906.03	13.96	14.11	14.38	15.33	16.76	16.72	19.26	19.26	-0.01	-0.03	0.05	-0.13	-0.28	-0.03	-0.04	-0.01	-0.04	0.04	-0.17	-0.29	-0.09	-0.23
1906.04	13.62	13.77	14.00	14.82	16.34	16.42	18.88	18.88	-0.03	-0.04	0.03	-0.11	-0.23	-0.02	-0.04	-0.04	-0.02	-0.00	-0.16	-0.25	-0.05	-0.23
1906.05	12.97	13.11	13.33	14.01	15.53	15.74	18.05	18.05	0.01	0.06	0.08	-0.12	-0.17	0.03	0.01	0.01	0.07	0.05	-0.17	-0.18	0.01	-0.19
1906.06	13.15	13.19	13.38	13.97	15.56	15.87	18.17	18.17	-0.03	0.08	0.06	-0.16	-0.18	0.04	0.01	0.01	0.08	0.01	-0.22	-0.19	0.02	-0.20
1906.07	13.11	13.20	13.36	13.88	15.49	15.93	18.20	18.20	0.07	0.07	0.06	-0.10	-0.13	0.06	0.02	0.05	0.02	-0.01	-0.19	-0.17	-0.01	-0.22
1906.08	13.17	13.60	13.82	14.34	16.03	16.63	18.97	18.97	0.03	0.02	-0.05	-0.23	-0.15	-0.06	-0.04	0.02	-0.02	-0.11	-0.29	-0.18	-0.13	-0.26
1906.09	13.59	13.67	13.94	14.41	16.11	16.86	19.20	19.20	-0.03	-0.02	-0.17	-0.26	-0.19	-0.14	-0.03	-0.05	-0.06	-0.20	-0.31	-0.20	-0.20	-0.26
1906.10	12.91	12.85	13.12	13.53	15.06	15.91	18.10	18.10	0.02	-0.02	-0.14	-0.32	-0.15	-0.10	0.03	0.01	-0.03	-0.16	-0.36	-0.16	-0.15	-0.21
1906.11	13.19	13.08	13.18	13.56	15.00	15.99	18.14	18.14	-0.01	-0.07	-0.18	-0.37	-0.11	-0.09	0.03	-0.02	-0.09	-0.21	-0.38	-0.12	-0.12	-0.21
1906.12	12.94	12.88	12.86	13.20	14.49	15.59	17.66	17.66	-0.03	-0.15	-0.20	-0.33	-0.08	-0.07	-0.00	-0.02	-0.15	-0.23	-0.32	-0.09	-0.08	-0.23
1907.01	12.71	12.70	12.59	12.89	14.02	15.23	17.22	17.22	-0.03	-0.12	-0.15	-0.28	-0.05	-0.05	0.00	-0.05	-0.13	-0.18	-0.27	-0.06	-0.08	-0.24
1907.02	12.06	12.05	12.00	12.16	13.11	14.37	16.22	16.22	-0.10	-0.13	-0.19	-0.29	-0.05	-0.02	-0.02	-0.09	-0.13	-0.20	-0.25	-0.05	-0.04	-0.27
1907.03	11.35	11.11	11.02	11.07	11.82	13.05	14.69	14.69	0.00	-0.06	-0.11	-0.18	0.07	0.11	0.11	0.00	-0.09	-0.14	-0.14	0.06	0.06	-0.17
1907.04	11.41	11.29	11.16	11.11	11.76	13.07	14.67	14.67	-0.03	-0.03	-0.21	-0.14	0.11	0.14	0.09	-0.05	-0.06	-0.24	-0.11	0.08	0.05	-0.22
1907.05	10.91	10.83	10.63	10.52	11.03	12.31	13.79	13.79	-0.03	-0.07	-0.23	-0.06	0.19	0.18	0.09	-0.04	-0.08	-0.21	-0.01	0.16	0.11	-0.22
1907.06	10.80	10.53	10.31	10.12	10.51	11.77	13.14	13.14	0.04	-0.05	-0.16	-0.03	0.25	0.22	0.15	0.04	-0.05	-0.12	0.04	0.22	0.17	-0.18
1907.07	11.47	11.17	10.88	10.57	10.87	12.20	13.59	13.59	-0.07	-0.18	-0.16	-0.03	0.22	0.18	0.08	-0.07	-0.19	-0.10	0.03	0.20	0.13	-0.22
1907.08	10.73	10.57	10.26	9.89	10.03	11.27	12.51	12.51	-0.01	-0.17	-0.12	0.10	0.35	0.30	0.13	-0.01	-0.14	-0.06	0.16	0.31	0.24	-0.20
1907.09	10.74	10.62	10.30	9.90	9.92	11.14	12.33	12.33	-0.11	-0.12	-0.08	0.10	0.37	0.32	0.09	-0.12	-0.07	-0.01	0.16	0.31	0.25	-0.24
1907.10	9.60	9.48	9.24	8.84	8.75	9.83	10.83	10.83	-0.06	0.03	0.09	0.25	0.54	0.48	0.16	-0.02	0.11	0.17	0.31	0.47	0.41	-0.20
1907.11	9.63	9.45	9.25	8.79	8.61	9.64	10.59	10.59	0.05	0.06	0.22	0.41	0.63	0.56	0.13	0.07	0.10	0.26	0.41	0.47	0.42	-0.25
1907.12	10.05	10.17	10.02	9.54	9.27	10.35	11.33	11.33	0.04	0.05	0.16	0.37	0.57	0.43	0.04	0.05	0.07	0.18	0.33	0.37	0.29	-0.34
1908.01	10.49	10.66	10.60	10.16	9.79	10.90	11.90	11.90	-0.04	0.06	0.16	0.32	0.47	0.36	0.05	-0.03	0.06	0.14	0.28	0.29	0.20	-0.35
1908.02	10.21	10.25	10.33	10.00	9.56	10.61	11.56	11.55	0.04	0.16	0.25	0.33	0.47	0.36	0.13	0.04	0.14	0.22	0.26	0.27	0.19	-0.32
1908.03	10.62	10.63	10.75	10.49	9.97	11.03	11.99	11.98	0.05	0.11	0.19	0.30	0.45	0.28	0.06	0.04	0.10	0.16	0.23	0.23	0.12	-0.35
1908.04	11.19	11.11	11.19	11.02	10.43	11.49	12.45	12.45	0.05	0.09	0.14	0.29	0.34	0.21	-0.00	0.05	0.08	0.12	0.21	0.14	0.07	-0.39
1908.05	12.05	11.83	11.78	11.72	11.05	12.11	13.08	13.08	0.00	0.08	0.16	0.26	0.25	0.12	-0.02	0.00	0.07	0.12	0.17	0.09	0.00	-0.42
1908.06	12.19	12.02	11.85	11.82	11.12	12.12	13.05	13.05	0.04	0.07	0.18	0.28	0.19	0.06	-0.02	0.03	0.06	0.13	0.18	0.04	-0.06	-0.43
1908.07	12.63	12.50	12.26	12.19	11.48	12.43	13.35	13.35	0.04	0.04	0.14	0.26	0.09	0.04	-0.05	0.04	0.03	0.12	0.17	-0.03	-0.08	-0.45
1908.08	13.47	13.22	12.94	12.80	12.08	12.96	13.88	13.88	-0.01	0.07	0.07	0.23	0.07	0.02	-0.08	-0.01	0.05	0.03	0.13	-0.04	-0.10	-0.48
1908.09	13.47	13.27	12.99	12.74	12.06	12.82	13.70	13.70	0.01	0.11	0.09	0.25	0.09	0.04	-0.08	0.00	0.07	0.06	0.14	-0.02	-0.09	-0.49
1908.10	13.64	13.49	13.19	12.84	12.19	12.83	13.69	13.69	0.07	0.10	0.13	0.24	0.13	-0.00	-0.05	0.06	0.08	0.08	0.12	0.06	-0.12	-0.47
1908.11	14.72	14.46	14.14	13.65	13.00	13.55	14.44	14.44	0.02	-0.00	0.09	0.15	0.05	-0.09	-0.09	0.01	-0.01	0.05	0.04	0.02	-0.19	-0.50
1908.12	15.23	14.90	14.54	13.96	13.30	13.72	14.58	14.58	0.00	-0.01	0.09	0.14	0.00	-0.11	-0.13	0.01	-0.01	0.04	0.03	-0.02	-0.20	-0.52
1909.01	15.78	15.44	15.02	14.34	13.64	13.91	14.77	14.76	-0.03	0.03	0.10	0.11	0.02	-0.08	-0.13	-0.04	-0.00	0.04	0.01	-0.01	-0.17	-0.53
1909.02	14.64	14.88	14.56	13.93	13.25	13.36	14.17	14.17	0.01	0.09	0.16	0.10	0.07	-0.04	-0.10	0.01	0.06	0.10	0.01	0.08	-0.12	-0.50
1909.03	14.62	14.94	14.83	14.26	13.54	13.53	14.34	14.34	0.04	0.10	0.14	0.12	0.04	-0.07	-0.09	0.02	0.05	0.07	0.00	0.04	-0.15	-0.50
1909.04	14.61	14.92	15.15	14.69	13.96	13.82	14.65	14.65	0.03	0.07	0.10	0.04	-0.00	-0.13	-0.10	0.02	0.04	0.03	-0.05	0.05	-0.18	-0.50
1909.05	14.89	15.04	15.41	15.09	14.38	14.11	14.95	14.95	0.02	0.06	0.06	-0.01	-0.02	-0.15	-0.07	0.01	0.04	-0.00	-0.07	0.05	-0.20	-0.49
1909.06	14.81	14.96	15.34	15.24	14.56	14.19	15.04	15.04	0.01	0.04	0.05	-0.07	-0.01	-0.17	-0.06	0.01	0.02	-0.01	-0.12	0.06	-0.21	-0.48
1909.07	14.84	15.03	15.30	15.47	14.82	14.37	15.23	15.23	0.02	0.03	0.01	-0.13	-0.03	-0.23	-0.04	0.01	-0.01	-0.03	-0.17	0.03	-0.27	-0.48
1909.08	14.71	14.99	15.28	15.63	15.05	14.54	15.42	15.42	0.00	0.00	-0.05	-0.13	-0.10	-0.25	-0.13	-0.01	-0.04	-0.08	-0.16	-0.06	-0.30	-0.53
1909.09	14.41	14.63	14.93	15.42	14.93	14.37	15.25	15.25	0.00	0.01	-0.02	-0.13	-0.15	-0.25	-0.12	-0.02	-0.03	-0.07	-0.13	-0.11	-0.29	-0.52
1909.10	14.03	14.19	14.52	15.07	14.70	14.10	14.99	14.99	-0.00	-0.01	-0.05	-0.09	-0.15	-0.25	-0.07	-0.01	-0.02	-0.09	-0.05	-0.09	-0.27	-0.50
1909.11	13.81	13.87	14.14	14.72	14.47	13.85	14.75	14.75	0.01	-0.05	-0.06	-0.09	-0.11	-0.25	-0.10	0.00	-0.05	-0.07	-0.02	-0.03	-0.27	-0.52
1909.12	13.69	13.79	14.01	14.58	14.49	13.83	14.75	14.75	-0.02	-0.03	-0.12	-0.12	-0.12	-0.29	-0.13	-0.01	-0.04	-0.11	-0.05	-0.02	-0.29	-0.54
1910.01	13.39	13.53	13.69	14.21	14.31	13.61	14.55	14.55	-0.04	-0.04	-0.14	-0.08	-0.10	-0.26	-0.12	-0.04	-0.06	-0.14	-0.01	-0.02	-0.27	-0.55
1910.02	12.83	12.93	13.08	13.54	13.79	13.07	14.00	14.00	0.02	-0.02	-0.09	-0.03	-0.07	-0.24	-0.17	0.01	-0.03	-0.08	0.07	-0.00	-0.25	-0.58
1910.03	12.94	12.94	13.08	13.48	13.86	13.10	14.05	14.05	-0.02	-0.09	-0.11	-0.06	-0.07	-0.24	-0.13	-0.03	-0.07	-0.07	0.04	-0.00	-0.23	-0.55
1910.04	12.79	12.59	12.64	12.95	13.40	12.63	13.56	13.56	-0.02	-0.11	-0.04	-0.05	-0.01	-0.16	-0.12	0.00	-0.09	0.04	0.11	0.03	-0.15	-0.56
1910.05	12.99	12.78	12.69	12.92	13.43	12.64	13.57	13.57	-0.05	-0.07	-0.03	-0.01	0.00	-0.17	-0.16	-0.04	-0.06	0.05	0.13	0.03	-0.18	-0.59
1910.06	12.29	12.37	12.21	12.35	12.89	12.13	13.02	13.02	-0.05	-0.02	-0.01	0.06	0.05	-0.12	-0.13	-0.05	-0.00	0.07	0.20	0.08	-0.13	-0.59
1910.07	11.60	11.70	11.61	11.67	12.21	11.50	12.34	12.34	0.02	0.08	0.07	0.11	0.11	-0.07	-0.08	0.03	0.13	0.15	0.25	0.14	-0.09	-0.56
1910.08	12.03	12.03	12.05	12.04	12.59	11.89	12.75	12.75	0.01	0.05	0.07	0.04	0.11	-0.06	-0.14	0.02	0.12	0.17	0.11	0.12	-0.08	-0.59
1910.09	12.16	12.19	12.27	12.21	12.75	12.08	12.94	12.94	0.05	0.02	0.05	-0.03	0.11	-0.03	-0.12	0.08	0.07	0.12	0.02	0.10	-0.07	-0.57
1910.10	13.02	13.10	13.18	13.14	13.69	13.02	13.92	13.92	-0.00	-0.01	-0.00	-0.06	0.06	-0.02	-0.15	0.02	0.02	0.07	-0.05	0.01	-0.09	-0.60
1910.11	12.92	13.18	13.31	13.34	13.87	13.27	14.16	14.16	-0.03	0.01	0.02	-0.03	0.05	0.02	-0.20	-0.03	0.05	0.07	-0.02	-0.02	-0.09	-0.63
1910.12	12.36	12.60	12.81	12.91	13.37	12.89	13.74	13.74	0.02	0.03	0.07	0.01	0.04	0.05	-0.25	0.02	0.05	0.13	0.03	-0.01	-0.06	-0.64
1911.01	12.70	12.74	13.01	13.18	13.58	13.21	14.05	14.05	0.02	0.00	0.04	-0.02	0.00	0.01	-0.23	0.05	0.06	0.08	-0.01	-0.06	-0.11	-0.63
1911.02	13.55	13.39	13.58	13.82	14.17	13.87	14.72	14.72	-0.01	0.01	-0.03	-0.04	-0.05	-0.02	-0.25	-0.02	0.03	-0.05	-0.07	-0.13	-0.16	-0.64
1911.03	13.05	13.11	13.18	13.47	13.77	13.57	14.37	14.37	-0.00	0.04	-0.07	-0.00	-0.06	-0.02	-0.26	0.03	0.07	-0.09	-0.04	-0.13	-0.15	-0.64
1911.04	13.78	13.60	13.53	13.82	14.09	13.97	14.75	14.75	0.02	0.04	-0.06	0.03	-0.05	-0.02	-0.26	0.02	0.03	-0.11	-0.07	-0.15	-0.19	-0.64
1911.05	13.88	13.89	13.82	14.05	14.33	14.28	15.05	15.05	0.02	-0.03	-0.04	0.01	-0.10	-0.02	-0.25	0.02	-0.07	-0.08	-0.09	-0.19	-0.20	-0.63
1911.06	14.40	14.30	14.17	14.30	14.56	14.59	15.33	15.33	-0.00	-0.10	-0.06	-0.01	-0.16	-0.03	-0.32	-0.01	-0.15	-0.09	-0.10	-0.25	-0.22	-0.66
1911.07	14.44	14.18	14.07	14.09	14.31	14.40	15.08	15.08	-0.05	-0.09	-0.05	-0.00	-0.15	-0.04	-0.32	-0.08	-0.13	-0.08	-0.08	-0.24	-0.21	-0.66
1911.08	13.70	13.36	13.11	13.02	13.20	13.32	13.90	13.90	-0.05	-0.01	-0.01	0.07	-0.08	0.01	-0.30	-0.06	-0.01	-0.02	0.01	-0.15	-0.15	-0.64
1911.09	13.47	12.90	12.52	12.26	12.38	12.51	13.00	13.00	0.01	0.05	0.07	0.14	-0.02	0.12	-0.24	0.01	0.07	0.05	0.07	-0.09	-0.07	-0.60
1911.10	13.95	13.45	12.86	12.44	12.49	12.64	13.07	13.07	0.04	0.05	0.10	0.13	-0.05	0.14	-0.23	0.05	0.06	0.05	0.06	-0.13	-0.07	-0.59
1911.11	14.94	14.61	13.88	13.25	13.19	13.34	13.73	13.73	0.00	-0.00	0.06	0.07	-0.11	0.13	-0.22	0.01	-0.01	-0.01	-0.00	-0.20	-0.11	-0.59
1911.12	15.30	15.11	14.45	13.65	13.46	13.59	13.93	13.93	0.00	0.02	0.05	0.03	-0.12	0.08	-0.20	-0.01	-0.02	-0.01	-0.04	-0.20	-0.16	-0.58
1912.01	15.29	15.16	14.67	13.74	13.41	13.53	13.80	13.79	-0.01	0.05	0.05	0.02	-0.08	0.05	-0.20	-0.02	-0.01	-0.00	-0.05	-0.16	-0.18	-0.57
1912.02	14.93	14.93	14.67	13.67	13.24	13.33	13.53	13.53	0.03	0.06	0.09	-0.01	-0.06	-0.00	-0.17	0.01	0.01	0.03	-0.07	-0.13	-0.23	-0.55
1912.03	14.98	15.05	14.93	13.99	13.42	13.48	13.64	13.64	0.03	0.03	0.06	-0.05	-0.11	0.00	-0.17	0.00	0.01	0.02	-0.09	-0.15	-0.21	-0.53
1912.04	15.08	15.04	15.02	14.19	13.50	13.55	13.65	13.65	-0.00	0.00	0.03	-0.08	-0.15	-0.04	-0.14	-0.00	0.01	0.02	-0.09	-0.16	-0.26	-0.50
1912.05	15.29	15.11	15.08	14.41	13.56	13.58	13.65	13.65	0.00	0.02	0.02	-0.11	-0.15	-0.08	-0.11	0.01	0.02	0.01	-0.11	-0.16	-0.30	-0.48
1912.06	15.22	15.29	15.24	14.75	13.77	13.76	13.79	13.79	0.00	0.03	-0.02	-0.15	-0.15	-0.06	-0.12	0.00	0.01	-0.03	-0.17	-0.18	-0.30	-0.49
1912.07	14.87	15.19	15.19	14.92	13.85	13.81	13.80	13.80	0.02	0.03	-0.03	-0.14	-0.20	-0.08	-0.11	0.01	0.01	-0.05	-0.17	-0.23	-0.31	-0.49
1912.08	14.85	15.11	15.29	15.21	14.08	14.01	13.98	13.98	0.01	-0.01	-0.09	-0.14	-0.22	-0.13	-0.10	-0.00	-0.02	-0.09	-0.16	-0.26	-0.35	-0.47
1912.09	14.73	14.83	15.13	15.17	14.08	13.97	13.93	13.93	-0.00	-0.05	-0.11	-0.13	-0.22	-0.18	-0.08	-0.00	-0.04	-0.11	-0.15	-0.25	-0.39	-0.46
1912.10	14.63	14.69	14.98	15.12	14.11	13.96	13.91	13.91	-0.01	-0.05	-0.11	-0.16	-0.22	-0.22	-0.06	-0.01	-0.05	-0.11	-0.18	-0.24	-0.43	-0.45
